appid,community_id,cosine_similarity
225000,10,-0.17357639455326332
225000,11,-0.12379001716703392
225000,12,-0.17357639455326332
225000,13,-0.17357639455326332
1271280,0,-0.14551125832906758
1271280,1,-0.10568973336952953
1271280,2,-0.14551125832906756
1271280,3,-0.14551125832906756
1271280,4,-0.14551125832906756
1271280,5,-0.14551125832906756
1271280,6,-0.14551125832906756
1271280,7,-0.14551125832906756
1271280,8,-0.14551125832906756
1271280,9,-0.10568973336952953
1271280,10,-0.14551125832906756
1271280,11,-0.10568973336952953
1271280,12,-0.14551125832906756
1271280,13,-0.14551125832906756
